Date,total_1,total_2,total_3,Pfizer_1,Pfizer_2,Pfizer_3,Moderna_1,Moderna_2,Moderna_3,Astra_1,Astra_2,Astra_3,Janssen_12,Janssen_3,Nova_1,Nova_2,Nova_3,Other_1,Other_2,Other_3
22-03-06,71,194,1675,50,187,1298,0,6,358,0,0,0,0,0,21,1,19,0,0,0
22-03-05,2289,5589,52373,1795,5384,35855,21,149,16077,0,0,0,0,1,473,56,440,0,0,0
22-03-04,3499,7705,104826,2217,7281,70968,61,286,32757,0,0,0,10,19,1211,128,1082,0,0,0
22-03-03,1996,4255,66443,990,3946,46703,33,190,18919,0,0,0,4,17,969,115,804,0,0,0
22-03-02,2211,4341,64893,1049,4132,46753,32,66,17267,0,0,0,6,31,1124,137,842,0,0,0
22-03-01,192,354,4822,126,346,3573,3,4,1177,0,0,0,0,2,63,4,70,0,0,0
22-02-28,5650,8308,144716,3744,7910,103036,83,171,40207,0,0,0,8,25,1815,219,1448,0,0,0
22-02-27,225,451,6086,161,432,4612,5,15,1419,0,0,0,0,2,59,4,53,0,0,0
22-02-26,4924,8467,119499,3746,8060,80494,39,257,38114,0,0,0,1,10,1138,149,881,0,0,0
22-02-25,8947,13908,227351,5866,13003,155177,103,501,69790,0,0,0,13,37,2965,391,2347,0,0,0
22-02-24,6290,10439,148027,3587,9824,105185,93,286,40977,0,0,0,9,52,2601,320,1813,0,0,0
22-02-23,5848,3674,109494,3165,3086,78860,99,288,29092,0,0,0,19,45,2564,279,1497,1,2,0
22-02-22,6357,3922,114364,3243,3282,80603,91,352,32212,0,0,1,6,28,3016,282,1518,1,0,2
22-02-21,8174,5571,161477,4111,4908,113032,82,348,46727,0,0,0,19,36,3962,296,1681,0,0,1
22-02-20,366,575,8180,240,553,5968,8,15,2179,0,0,0,0,0,118,7,31,0,0,2
22-02-19,6255,9512,135740,4215,9117,89806,67,291,45379,0,0,0,5,6,1968,97,544,0,2,5
22-02-18,11561,15309,248493,6103,14384,167961,91,570,79270,0,0,5,14,53,5353,340,1200,0,1,4
22-02-17,9208,10031,169509,3984,9395,119142,65,361,49311,0,0,2,11,65,5148,259,975,0,5,14
22-02-16,9291,9635,129118,3937,8989,91647,137,421,36649,0,0,2,25,48,5192,195,759,0,5,13
22-02-15,9873,10719,139547,4636,10051,96884,109,473,42139,0,0,1,16,27,5112,175,481,0,4,15
22-02-14,10480,13641,194035,5953,12857,134196,180,669,59549,0,0,0,16,35,4331,90,228,0,9,27
22-02-13,364,594,8956,355,571,6671,9,18,2278,0,0,0,0,0,0,0,0,0,5,7
22-02-12,5748,12204,169488,5627,11656,110567,114,542,58899,0,0,3,5,9,1,0,0,1,1,10
22-02-11,8354,19699,307558,8132,18691,206565,196,978,100901,0,0,2,25,76,1,0,0,0,5,14
22-02-10,5958,13924,205814,5742,13152,143787,173,722,61931,0,2,0,43,63,0,0,0,0,5,33
22-02-09,5239,12967,146990,5011,12204,105568,195,720,41341,0,1,2,33,47,0,0,0,0,9,32
22-02-08,5844,16149,163430,5630,15200,114323,189,913,49003,0,0,4,23,61,0,0,0,2,13,39
22-02-07,8231,22429,246804,7888,21109,170198,309,1267,76517,0,3,5,33,39,0,0,0,1,17,45
22-02-06,452,943,11978,440,890,9125,12,47,2835,0,0,1,0,0,0,0,0,0,6,17
22-02-05,7283,18063,204536,7097,17166,139038,175,878,65484,0,0,0,11,2,0,0,0,0,8,12
22-02-04,12554,35643,359522,12165,33634,246151,353,1970,113285,0,0,4,36,66,0,0,0,0,3,16
22-02-03,12444,52760,328778,12085,49976,228255,323,2744,100442,0,0,1,36,70,0,0,0,0,4,10
22-02-02,496,835,12474,482,770,9674,14,63,2794,0,0,2,0,0,0,0,0,0,2,4
22-02-01,88,183,2888,79,164,2225,6,15,654,0,1,4,2,2,0,0,0,1,1,3
22-01-31,594,976,19277,567,868,14029,25,101,5239,0,1,4,2,0,0,0,0,0,4,5
22-01-30,656,1384,24891,640,1283,17692,14,99,7168,0,0,1,1,0,0,0,0,1,1,30
22-01-29,8128,22499,340660,7932,21568,224583,181,913,116027,0,1,1,13,11,0,0,0,2,4,38
22-01-28,13420,37187,505618,12964,35174,344101,393,1948,161309,0,0,7,62,140,0,0,0,1,3,61
22-01-27,9196,25189,316144,8866,23737,221822,267,1382,94165,0,1,8,60,96,0,0,0,3,9,53
22-01-26,8579,24698,256519,8313,23426,181363,210,1208,75024,0,0,4,55,83,0,0,0,1,9,45
22-01-25,9231,29395,244580,8918,27814,175046,262,1526,69399,0,3,2,48,75,0,0,0,3,4,58
22-01-24,11716,40733,298538,11406,39013,215058,267,1666,83349,0,3,3,38,58,0,0,0,5,13,70
22-01-23,597,1952,13937,585,1882,10894,8,62,3014,0,0,6,2,0,0,0,0,2,6,23
22-01-22,9375,17996,258940,9210,17023,190343,151,955,68552,0,0,6,12,11,0,0,0,2,6,28
22-01-21,15389,59017,470039,14930,56354,348483,394,2598,121412,1,1,13,57,84,0,0,0,7,7,47
22-01-20,10494,44757,282265,10173,42842,214117,227,1817,67980,0,2,12,88,117,0,0,0,6,8,39
22-01-19,10162,45246,216274,9820,43041,163868,272,2128,52229,0,1,10,66,118,0,0,0,4,10,49
22-01-18,12188,46615,263085,11799,43744,195256,321,2794,67683,0,1,11,62,106,0,0,0,6,14,29
22-01-17,16070,71318,386642,15533,67054,290987,467,4186,95528,0,0,13,65,76,0,0,0,5,13,38
22-01-16,779,3429,17137,750,3220,14038,22,203,3065,0,1,11,0,0,0,0,0,7,5,23
22-01-15,13109,29347,306587,12780,26313,236106,307,3008,70434,0,1,6,18,20,0,0,0,4,7,21
22-01-14,22631,91159,581092,21943,85372,455913,577,5660,124972,0,4,9,104,158,0,0,0,7,19,40
22-01-13,16336,77154,343593,15645,72948,270023,559,4071,73415,0,1,11,123,118,0,0,0,9,11,26
22-01-12,16442,81036,284056,15824,77127,219058,544,3827,64830,0,2,4,67,126,0,0,0,7,13,38
22-01-11,20289,73465,343850,19533,68407,259826,695,4986,83868,1,5,5,57,88,0,0,0,3,10,63
22-01-10,24975,109752,444033,23985,103386,344939,893,6267,98956,5,2,15,84,63,0,0,0,8,13,60
22-01-09,1094,4735,16178,1041,4515,13416,52,216,2726,0,0,7,0,1,0,0,0,1,4,28
22-01-08,16310,70796,347626,15760,67691,259381,529,3071,88200,0,2,14,16,10,0,0,0,5,16,21
22-01-07,26243,107611,599605,25161,101985,461157,993,5521,138169,0,5,38,85,172,0,0,0,4,15,69
22-01-06,19869,85437,383089,19008,81274,299634,744,4030,83238,1,2,17,114,119,0,0,0,2,17,81
22-01-05,21120,75973,334729,20152,71655,252042,910,4248,82512,0,2,12,52,104,0,0,0,6,16,59
22-01-04,26929,55381,366801,25653,49968,262562,1169,5261,104061,0,5,31,101,94,0,0,0,6,46,53
22-01-03,40653,79569,490065,38672,72486,356069,1830,6919,133810,1,5,17,136,122,0,0,0,14,23,47
22-01-02,2111,2455,17629,2035,2190,14146,75,253,3467,1,1,2,0,0,0,0,0,0,11,14
22-01-01,4273,4962,34591,4094,4360,26913,172,587,7660,0,0,1,7,3,0,0,0,0,8,14
21-12-31,54142,58563,737969,52699,52656,482082,1312,5740,255639,0,34,31,123,155,0,0,0,8,10,62
21-12-30,47465,46376,548302,46519,42890,366071,832,3296,181975,0,65,34,108,132,0,0,0,6,17,90
21-12-29,49561,46715,539439,48672,43489,348281,788,3063,190905,3,49,18,92,121,0,0,0,6,22,114
21-12-28,46385,43889,620653,45272,39600,387112,1025,4135,233313,1,58,23,80,130,0,0,0,7,16,75
21-12-27,76463,65003,763954,75021,59838,500775,1341,4955,262955,2,92,11,93,105,0,0,0,6,25,108
21-12-26,3520,1764,25656,3460,1636,19994,54,124,5607,0,1,7,0,0,0,0,0,6,3,48
21-12-25,10275,5077,60633,10050,4460,43181,216,601,17392,0,4,5,2,1,0,0,0,7,10,54
21-12-24,79553,43660,801580,77872,37319,497153,1585,6143,304055,1,67,5,88,249,0,0,0,7,43,118
21-12-23,80797,34722,600830,79207,30490,368787,1478,3950,231770,0,159,14,98,181,0,0,0,14,25,78
21-12-22,91337,39316,625141,89190,34690,377976,1998,4339,246752,2,128,9,136,276,0,0,0,11,23,128
21-12-21,75358,38335,697184,72551,33057,400785,2535,4920,296008,0,54,9,265,291,0,0,0,7,39,91
21-12-20,122317,53707,852750,117997,47050,531687,4010,6260,320717,0,86,12,301,256,0,0,0,9,10,78
21-12-19,6046,1858,30203,5871,1550,22199,168,280,7964,0,4,1,4,6,0,0,0,3,20,33
21-12-18,69671,40839,533528,67289,36645,326194,2292,4057,207243,0,29,3,83,38,0,0,0,7,25,50
21-12-17,108315,80970,1192675,103490,71630,690848,4388,8728,500985,2,164,16,425,758,0,0,0,10,23,68
21-12-16,98761,62381,921835,94637,56088,508152,3755,5792,413104,0,138,12,348,503,0,0,0,21,15,64
21-12-15,88535,58400,934160,84568,52290,480457,3605,5623,453041,2,115,19,347,570,0,0,0,13,25,73
21-12-14,55731,44344,808998,50388,37249,353414,5067,6726,455148,3,71,3,261,361,0,0,0,12,37,72
21-12-13,77569,63580,788884,70535,55692,341315,6668,7330,447088,2,183,2,357,401,0,0,0,7,18,78
21-12-12,2119,1535,8841,1910,1318,4781,203,198,4008,0,5,1,0,1,0,0,0,6,14,50
21-12-11,26282,34800,280652,24374,31070,128902,1822,3616,151663,1,27,14,66,24,0,0,0,19,21,49
21-12-10,52076,76034,774209,47678,66287,366972,3979,9101,406510,10,220,9,396,642,0,0,0,13,30,76
21-12-09,45910,55646,449425,42339,49481,265285,3209,5671,183600,3,135,5,344,490,0,0,0,15,15,45
21-12-08,46463,52309,307107,42314,46547,214953,3803,5309,91470,3,103,4,329,647,0,0,0,14,21,33
21-12-07,38392,42651,295996,34106,36271,217661,4012,5994,77899,1,109,3,244,388,0,0,0,29,33,45
21-12-06,52783,66690,290076,47216,59714,213711,5269,6568,76048,9,102,0,266,274,0,0,0,23,40,43
21-12-05,1769,2053,4009,1505,1816,2614,219,187,1243,1,4,1,34,130,0,0,0,10,12,21
21-12-04,21709,53393,97454,19681,49624,70501,1953,3650,26896,1,29,3,59,22,0,0,0,15,31,32
21-12-03,34680,91580,283016,30683,81870,222339,3667,8968,60041,8,399,4,309,590,0,0,0,13,34,42
21-12-02,22986,61399,184326,20874,56009,149609,1883,4708,34233,13,484,4,175,434,0,0,0,41,23,46
21-12-01,24184,66303,164142,22118,60991,142097,1838,4443,21569,11,640,3,197,417,0,0,0,20,32,56
21-11-30,22139,49459,191982,19055,42737,166711,2682,5651,24511,67,717,8,308,701,0,0,0,27,46,51
21-11-29,31346,106683,182096,28029,99846,151698,3038,6031,29971,59,554,8,205,378,0,0,0,15,47,41
21-11-28,1020,1963,2874,902,1648,1711,74,196,958,1,59,0,41,182,0,0,0,2,19,23
21-11-27,32677,46131,72926,31183,41370,53492,1400,4536,19313,3,122,17,72,83,0,0,0,19,31,21
21-11-26,56429,88184,298202,52673,76374,245165,3333,10471,52122,80,970,8,317,871,0,0,0,26,52,36
21-11-25,48582,67863,206084,45846,60802,166782,2410,5998,38482,21,722,3,284,772,0,0,0,21,57,45
21-11-24,47295,62004,161525,44348,55914,137821,2577,5121,22828,28,596,1,322,843,0,0,0,20,51,32
21-11-23,28875,44414,146955,25708,37445,122661,2805,6140,23432,18,457,1,313,820,0,0,0,31,59,41
21-11-22,49730,88486,151189,45545,80359,111875,3860,7267,38774,17,501,1,292,505,0,0,0,16,67,34
21-11-21,1439,2256,2212,1261,1876,1073,105,267,1040,1,17,1,53,74,0,0,0,19,43,24
21-11-20,27137,39233,42585,25424,32390,24617,1580,6528,17854,6,130,4,99,82,0,0,0,28,86,28
21-11-19,50089,78205,156462,45786,62060,109800,3800,14442,45402,53,1180,3,414,1217,0,0,0,36,109,40
21-11-18,45441,60986,131610,42075,51529,94859,2931,8211,35644,69,801,0,347,1063,0,0,0,19,98,44
21-11-17,46014,67185,136137,41239,55186,116173,4277,10667,18712,14,790,2,464,1218,0,0,0,20,78,32
21-11-16,34100,48010,142200,28246,32170,120202,5349,14612,21020,25,718,2,442,932,0,0,0,38,68,44
21-11-15,62626,89212,165504,55155,64772,119561,7052,23435,45207,48,591,1,344,694,0,0,0,27,70,41
21-11-14,2333,3416,2397,1764,2323,936,501,1015,1244,3,12,0,49,195,0,0,0,16,17,22
21-11-13,55526,101477,51094,52167,46202,23468,3193,54880,27518,5,202,0,139,88,0,0,0,22,54,20
21-11-12,78773,150125,145278,70979,67690,74956,7180,80442,69295,54,1399,6,526,981,0,0,0,34,68,40
21-11-11,64582,109256,108760,57896,57860,61423,6145,49940,46382,74,959,4,451,918,0,0,0,16,46,33
21-11-10,69073,107895,96398,62571,60413,70722,5881,45864,24825,64,1027,2,531,820,0,0,0,26,60,29
21-11-09,46253,126642,101584,38291,37153,66936,7416,87920,34263,75,1062,5,435,352,0,0,0,36,72,28
21-11-08,117089,164469,184979,106584,70234,80552,9724,92438,103920,88,1060,0,678,470,0,0,0,15,59,37
21-11-07,2216,4496,812,1848,1731,602,252,2592,185,5,36,1,107,14,0,0,0,4,30,10
21-11-06,45578,63271,22536,41773,28355,20023,3552,34270,2480,29,390,0,187,19,0,0,0,37,69,14
21-11-05,71705,163232,59064,62347,69782,52459,8476,90356,6453,195,2330,2,654,127,0,0,0,33,110,23
21-11-04,60908,124919,45606,53673,53960,40946,6223,68661,4543,208,1467,1,765,84,0,0,0,39,66,32
21-11-03,65305,76654,57920,57763,34151,53684,6581,40157,4152,248,1608,1,667,63,0,0,0,46,71,20
21-11-02,42860,88167,57142,34138,35994,52270,8022,49650,4779,206,1970,4,462,63,0,0,0,32,91,26
21-11-01,83438,119796,34926,71967,51048,26864,10706,66262,7988,145,1821,0,589,49,0,0,0,31,76,25
21-10-31,2994,21472,349,2186,10268,281,500,10832,45,8,70,0,281,1,0,0,0,19,21,22
21-10-30,36585,359065,3569,30550,149347,3443,5417,207548,95,66,1602,6,511,1,0,0,0,41,57,24
21-10-29,60876,703161,10567,48720,316375,10235,10435,377079,290,269,8203,4,1404,8,0,0,0,48,100,30
21-10-28,63392,624572,9938,54214,295146,9442,7758,321504,461,335,6817,3,1034,4,0,0,0,51,71,28
21-10-27,77925,259266,13597,69659,129711,13429,6940,122010,132,219,6403,4,1056,5,0,0,1,51,86,26
21-10-26,41400,282018,13264,32590,143407,13105,7195,130228,127,279,7034,3,1285,4,0,0,0,51,64,25
21-10-25,78689,434023,9292,69864,220432,9127,7345,205967,118,227,6310,6,1220,7,0,0,0,33,94,34
21-10-24,3933,17128,106,3029,9870,60,346,6585,29,10,109,4,533,0,0,0,0,15,31,13
21-10-23,51680,334597,703,47066,182943,635,4000,148330,43,69,2753,2,508,3,0,0,0,37,63,20
21-10-22,66347,634816,6341,56531,380824,6227,7849,242871,75,390,9492,7,1526,2,0,0,0,51,103,30
21-10-21,59995,409558,5971,53090,266659,5935,5569,133310,17,293,8530,1,973,0,0,0,0,70,86,18
21-10-20,69258,324978,4441,61686,211701,4387,5718,87766,17,423,24098,6,1344,4,0,0,0,87,69,27
21-10-19,37688,447909,2189,29301,292021,2153,6645,139208,14,440,15382,1,1210,3,0,0,0,92,88,18
21-10-18,72142,631407,1593,59799,398190,1549,10508,217113,13,413,14695,10,1315,0,0,0,0,107,94,21
21-10-17,2020,19996,65,1019,13785,44,447,5429,4,10,254,3,501,0,0,0,0,43,27,14
21-10-16,64601,355862,184,11151,238933,165,52370,105524,8,148,10483,5,832,1,0,0,0,100,90,5
21-10-15,89906,721888,2435,23044,519034,2380,64163,173770,29,535,26894,11,2076,3,0,0,0,88,114,12
21-10-14,55313,458753,1850,18507,349276,1806,34770,87442,18,433,20389,9,1474,0,0,0,0,129,172,17
21-10-13,57965,412518,1488,17925,310019,1443,37395,77564,20,491,22706,7,2086,0,0,0,0,68,143,18
21-10-12,106983,602110,849,19122,462414,778,85227,111537,54,479,25974,2,2065,1,0,0,0,90,120,14
21-10-11,93874,166825,107,8940,98451,80,84494,60998,11,192,7074,3,157,0,0,0,0,91,145,13
21-10-10,2853,18452,60,602,14948,51,1892,1852,5,35,1291,0,287,0,0,0,0,37,74,4
21-10-09,11084,104529,90,2106,89966,61,8309,10698,18,166,3298,5,432,3,0,0,0,71,135,3
21-10-08,45531,1100465,111,16554,973218,89,25835,73515,8,780,51268,5,2229,4,0,0,0,133,235,5
21-10-07,37268,712112,99,13698,643314,83,20365,28559,9,647,37643,3,2470,0,0,0,0,88,126,4
21-10-06,37484,512117,108,12637,452858,99,21188,23556,8,761,32776,0,2823,1,0,0,0,75,104,0
21-10-05,45567,767534,117,12882,680082,97,29014,29720,14,774,54790,3,2803,2,0,0,0,94,139,1
21-10-04,25812,210742,118,6369,181634,89,18912,8964,14,237,19806,12,244,2,0,0,0,50,94,1
21-10-03,3561,33719,50,836,25054,38,2567,8343,7,28,161,0,96,0,0,0,0,34,65,5
21-10-02,124947,407858,55,46921,288380,43,75973,114899,7,81,2584,3,1947,0,0,0,0,25,48,2
21-10-01,237249,862568,127,92936,618587,108,140995,205251,10,582,36029,4,2673,3,0,0,0,63,28,2
21-09-30,344792,543185,94,161947,384337,76,178529,141036,12,627,14053,3,3601,2,0,0,0,88,158,1
21-09-29,232100,527715,113,106844,375555,85,120307,144076,5,511,3569,12,4346,2,0,0,0,92,169,9
21-09-28,257957,691440,78,117101,463120,60,136985,221791,8,367,2938,6,3415,1,0,0,0,89,176,3
21-09-27,417750,713035,88,206795,433015,74,206664,274155,9,355,1833,4,3863,1,0,0,0,73,169,0
21-09-26,26684,24340,33,12378,21791,28,13459,1636,1,34,89,3,748,0,0,0,0,65,76,1
21-09-25,313646,216364,45,133488,180790,29,179031,33977,11,122,562,0,913,1,0,0,0,92,122,4
21-09-24,617630,416164,53,286301,335628,37,326042,73071,13,566,2683,2,4568,0,0,0,0,153,214,1
21-09-23,562298,377838,58,260595,293854,34,296127,76769,15,518,2069,4,4950,2,0,0,0,108,196,3
21-09-22,27959,16710,59,12553,13142,47,15071,3079,8,86,161,2,136,1,0,0,0,113,192,1
21-09-21,6863,4923,38,2968,3920,23,3778,762,10,53,168,2,15,1,0,0,0,49,58,2
21-09-20,30303,14584,38,11391,11807,26,18760,2496,4,64,172,4,41,0,0,0,0,47,68,4
21-09-19,21572,26394,20,10953,24369,10,10277,1658,5,104,71,0,206,0,0,0,0,32,90,5
21-09-18,392888,191049,35,182063,158180,23,205551,27099,4,231,700,3,4906,0,0,0,0,137,164,5
21-09-17,661481,445910,43,348530,372779,23,300409,57966,11,707,3287,3,11704,6,0,0,0,131,174,0
21-09-16,431136,314655,43,247356,286178,27,173290,16171,8,364,2144,2,9985,5,0,0,0,141,177,1
21-09-15,376825,440914,60,222748,409888,44,143339,18805,6,449,1904,8,10130,0,0,0,0,159,187,2
21-09-14,602581,225492,68,337624,202752,49,254014,9885,11,519,2354,3,10301,2,0,0,0,123,200,3
21-09-13,828425,423845,51,434018,398762,33,386180,15656,7,794,1889,2,7335,3,0,0,0,98,203,6
21-09-12,22268,26063,15,14987,17096,7,4037,5817,5,214,109,3,2957,0,0,0,0,73,84,0
